instant_x,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,hr_formated,instant_y,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,temp_category
9419,2012-02-02,Spring,2012,February,8,False,Thursdady,True,Light Rain/Snow,16.400000000000002,20.455000000000002,87.0,0.0,9,436,445,08:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9420,2012-02-02,Spring,2012,February,9,False,Thursdady,True,Light Rain/Snow,15.58,19.695,87.0,0.0,15,213,228,09:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9421,2012-02-02,Spring,2012,February,10,False,Thursdady,True,Light Rain/Snow,17.22,21.21,77.0,7.0015,6,72,78,10:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9422,2012-02-02,Spring,2012,February,11,False,Thursdady,True,Light Rain/Snow,16.400000000000002,20.455000000000002,82.0,16.997899999999998,6,99,105,11:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9423,2012-02-02,Spring,2012,February,12,False,Thursdady,True,Clear,17.22,21.21,82.0,0.0,8,140,148,12:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9424,2012-02-02,Spring,2012,February,13,False,Thursdady,True,Mist/Cloudy,17.22,21.21,77.0,0.0,13,124,137,13:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9425,2012-02-02,Spring,2012,February,14,False,Thursdady,True,Clear,16.400000000000002,20.455000000000002,76.0,7.0015,12,129,141,14:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9426,2012-02-02,Spring,2012,February,15,False,Thursdady,True,Clear,18.86,22.725,67.0,11.0014,24,150,174,15:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9427,2012-02-02,Spring,2012,February,16,False,Thursdady,True,Clear,18.86,22.725,55.00000000000001,19.0012,18,211,229,16:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9428,2012-02-02,Spring,2012,February,17,False,Thursdady,True,Clear,17.22,21.21,54.0,32.9975,13,437,450,17:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9429,2012-02-02,Spring,2012,February,18,False,Thursdady,True,Clear,16.400000000000002,20.455000000000002,43.0,31.0009,17,393,410,18:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9430,2012-02-02,Spring,2012,February,19,False,Thursdady,True,Clear,15.58,19.695,43.0,35.0008,16,311,327,19:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9431,2012-02-02,Spring,2012,February,20,False,Thursdady,True,Clear,14.76,15.909999999999998,46.0,35.0008,9,204,213,20:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9432,2012-02-02,Spring,2012,February,21,False,Thursdady,True,Clear,13.940000000000001,15.15,46.0,27.999299999999998,4,144,148,21:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9433,2012-02-02,Spring,2012,February,22,False,Thursdady,True,Clear,13.120000000000001,14.395,49.0,27.999299999999998,3,106,109,22:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9434,2012-02-02,Spring,2012,February,23,False,Thursdady,True,Clear,13.120000000000001,15.15,49.0,16.997899999999998,0,61,61,23:00,398,Spring,2012,February,False,Thursdady,True,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Sejuk
9435,2012-02-03,Spring,2012,February,0,False,Friday,True,Clear,13.120000000000001,14.395,53.0,26.0027,1,37,38,00:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9436,2012-02-03,Spring,2012,February,1,False,Friday,True,Clear,12.299999999999999,13.635,56.00000000000001,22.0028,3,19,22,01:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9437,2012-02-03,Spring,2012,February,2,False,Friday,True,Clear,12.299999999999999,14.395,52.0,15.001299999999999,0,6,6,02:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9438,2012-02-03,Spring,2012,February,3,False,Friday,True,Clear,11.48,12.879999999999999,56.00000000000001,19.999499999999998,0,4,4,03:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9439,2012-02-03,Spring,2012,February,4,False,Friday,True,Clear,10.66,12.879999999999999,60.0,15.001299999999999,0,2,2,04:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9440,2012-02-03,Spring,2012,February,5,False,Friday,True,Clear,10.66,12.879999999999999,60.0,15.001299999999999,0,17,17,05:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9441,2012-02-03,Spring,2012,February,6,False,Friday,True,Clear,9.84,12.120000000000001,65.0,11.0014,0,88,88,06:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9442,2012-02-03,Spring,2012,February,7,False,Friday,True,Clear,9.84,11.365,65.0,15.001299999999999,10,216,226,07:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9443,2012-02-03,Spring,2012,February,8,False,Friday,True,Clear,9.84,11.365,65.0,15.001299999999999,12,429,441,08:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9444,2012-02-03,Spring,2012,February,9,False,Friday,True,Clear,9.84,11.365,65.0,12.998000000000001,18,252,270,09:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9445,2012-02-03,Spring,2012,February,10,False,Friday,True,Clear,11.48,12.879999999999999,56.00000000000001,19.0012,15,114,129,10:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9446,2012-02-03,Spring,2012,February,11,False,Friday,True,Clear,13.120000000000001,15.15,53.0,19.999499999999998,15,149,164,11:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9447,2012-02-03,Spring,2012,February,12,False,Friday,True,Clear,13.940000000000001,16.665,46.0,8.9981,25,191,216,12:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9448,2012-02-03,Spring,2012,February,13,False,Friday,True,Clear,14.76,18.18,46.0,0.0,25,173,198,13:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9449,2012-02-03,Spring,2012,February,14,False,Friday,True,Clear,14.76,17.424999999999997,46.0,15.001299999999999,22,148,170,14:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9450,2012-02-03,Spring,2012,February,15,False,Friday,True,Clear,15.58,19.695,40.0,0.0,48,168,216,15:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9451,2012-02-03,Spring,2012,February,16,False,Friday,True,Clear,16.400000000000002,20.455000000000002,37.0,7.0015,36,275,311,16:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9452,2012-02-03,Spring,2012,February,17,False,Friday,True,Clear,16.400000000000002,20.455000000000002,37.0,6.0032,30,458,488,17:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9453,2012-02-03,Spring,2012,February,18,False,Friday,True,Clear,15.58,19.695,40.0,8.9981,17,368,385,18:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9454,2012-02-03,Spring,2012,February,19,False,Friday,True,Clear,13.940000000000001,17.424999999999997,49.0,7.0015,11,256,267,19:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9455,2012-02-03,Spring,2012,February,20,False,Friday,True,Clear,13.940000000000001,17.424999999999997,49.0,7.0015,8,155,163,20:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9456,2012-02-03,Spring,2012,February,21,False,Friday,True,Clear,13.940000000000001,17.424999999999997,49.0,7.0015,8,126,134,21:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9457,2012-02-03,Spring,2012,February,22,False,Friday,True,Clear,13.940000000000001,17.424999999999997,49.0,7.0015,3,116,119,22:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9458,2012-02-03,Spring,2012,February,23,False,Friday,True,Clear,10.66,13.635,70.0,7.0015,3,74,77,23:00,399,Spring,2012,February,False,Friday,True,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,dingin
9459,2012-02-04,Spring,2012,February,0,False,Saturday,False,Clear,10.66,13.635,70.0,7.0015,10,76,86,00:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9460,2012-02-04,Spring,2012,February,1,False,Saturday,False,Clear,10.66,13.635,70.0,7.0015,0,43,43,01:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9461,2012-02-04,Spring,2012,February,2,False,Saturday,False,Clear,9.84,12.879999999999999,70.0,6.0032,6,38,44,02:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9462,2012-02-04,Spring,2012,February,3,False,Saturday,False,Clear,9.84,14.395,75.0,0.0,1,17,18,03:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9463,2012-02-04,Spring,2012,February,4,False,Saturday,False,Clear,9.84,12.879999999999999,81.0,6.0032,1,5,6,04:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9464,2012-02-04,Spring,2012,February,5,False,Saturday,False,Clear,9.84,12.879999999999999,81.0,6.0032,1,3,4,05:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9465,2012-02-04,Spring,2012,February,6,False,Saturday,False,Clear,9.02,11.365,87.0,8.9981,1,4,5,06:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9466,2012-02-04,Spring,2012,February,7,False,Saturday,False,Mist/Cloudy,9.84,12.120000000000001,87.0,8.9981,1,27,28,07:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9467,2012-02-04,Spring,2012,February,8,False,Saturday,False,Clear,9.84,14.395,87.0,0.0,4,86,90,08:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9468,2012-02-04,Spring,2012,February,9,False,Saturday,False,Clear,9.84,12.120000000000001,81.0,8.9981,16,141,157,09:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9469,2012-02-04,Spring,2012,February,10,False,Saturday,False,Clear,9.84,12.879999999999999,87.0,7.0015,31,193,224,10:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9470,2012-02-04,Spring,2012,February,11,False,Saturday,False,Clear,12.299999999999999,16.665,70.0,0.0,46,224,270,11:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9471,2012-02-04,Spring,2012,February,12,False,Saturday,False,Mist/Cloudy,12.299999999999999,15.909999999999998,70.0,6.0032,40,260,300,12:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9472,2012-02-04,Spring,2012,February,13,False,Saturday,False,Mist/Cloudy,12.299999999999999,14.395,70.0,12.998000000000001,58,244,302,13:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9473,2012-02-04,Spring,2012,February,14,False,Saturday,False,Mist/Cloudy,13.120000000000001,15.15,66.0,15.001299999999999,47,229,276,14:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9474,2012-02-04,Spring,2012,February,15,False,Saturday,False,Mist/Cloudy,13.120000000000001,15.15,66.0,15.001299999999999,61,244,305,15:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9475,2012-02-04,Spring,2012,February,16,False,Saturday,False,Mist/Cloudy,13.940000000000001,16.665,61.0,11.0014,20,123,143,16:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9476,2012-02-04,Spring,2012,February,17,False,Saturday,False,Light Rain/Snow,12.299999999999999,14.395,70.0,12.998000000000001,13,54,67,17:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9477,2012-02-04,Spring,2012,February,18,False,Saturday,False,Light Rain/Snow,11.48,13.635,75.0,11.0014,6,58,64,18:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9478,2012-02-04,Spring,2012,February,19,False,Saturday,False,Light Rain/Snow,10.66,13.635,87.0,8.9981,5,75,80,19:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9479,2012-02-04,Spring,2012,February,20,False,Saturday,False,Light Rain/Snow,9.84,11.365,93.0,12.998000000000001,4,73,77,20:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9480,2012-02-04,Spring,2012,February,21,False,Saturday,False,Light Rain/Snow,9.84,12.120000000000001,93.0,8.9981,4,74,78,21:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9481,2012-02-04,Spring,2012,February,22,False,Saturday,False,Mist/Cloudy,9.84,12.879999999999999,87.0,6.0032,4,91,95,22:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9482,2012-02-04,Spring,2012,February,23,False,Saturday,False,Mist/Cloudy,9.84,12.120000000000001,87.0,8.9981,4,66,70,23:00,400,Spring,2012,February,False,Saturday,False,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,dingin
9483,2012-02-05,Spring,2012,February,0,False,Sunday,False,Mist/Cloudy,9.84,12.120000000000001,87.0,8.9981,3,58,61,00:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9484,2012-02-05,Spring,2012,February,1,False,Sunday,False,Mist/Cloudy,9.84,12.879999999999999,93.0,7.0015,5,46,51,01:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9485,2012-02-05,Spring,2012,February,2,False,Sunday,False,Mist/Cloudy,9.84,12.879999999999999,93.0,7.0015,4,59,63,02:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9486,2012-02-05,Spring,2012,February,3,False,Sunday,False,Light Rain/Snow,9.84,12.879999999999999,87.0,6.0032,4,13,17,03:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9487,2012-02-05,Spring,2012,February,4,False,Sunday,False,Mist/Cloudy,9.84,12.120000000000001,87.0,8.9981,0,9,9,04:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9488,2012-02-05,Spring,2012,February,5,False,Sunday,False,Light Rain/Snow,10.66,12.879999999999999,81.0,12.998000000000001,0,4,4,05:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9489,2012-02-05,Spring,2012,February,6,False,Sunday,False,Mist/Cloudy,10.66,12.120000000000001,70.0,16.997899999999998,0,4,4,06:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9490,2012-02-05,Spring,2012,February,7,False,Sunday,False,Mist/Cloudy,9.84,12.120000000000001,75.0,11.0014,0,16,16,07:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9491,2012-02-05,Spring,2012,February,8,False,Sunday,False,Mist/Cloudy,9.84,12.120000000000001,75.0,11.0014,4,58,62,08:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9492,2012-02-05,Spring,2012,February,9,False,Sunday,False,Mist/Cloudy,9.84,11.365,70.0,15.001299999999999,9,83,92,09:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9493,2012-02-05,Spring,2012,February,10,False,Sunday,False,Mist/Cloudy,10.66,12.120000000000001,65.0,19.0012,10,138,148,10:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9494,2012-02-05,Spring,2012,February,11,False,Sunday,False,Mist/Cloudy,10.66,12.879999999999999,70.0,12.998000000000001,22,160,182,11:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9495,2012-02-05,Spring,2012,February,12,False,Sunday,False,Mist/Cloudy,10.66,12.879999999999999,65.0,12.998000000000001,25,223,248,12:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9496,2012-02-05,Spring,2012,February,13,False,Sunday,False,Mist/Cloudy,11.48,13.635,61.0,11.0014,33,241,274,13:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9497,2012-02-05,Spring,2012,February,14,False,Sunday,False,Clear,12.299999999999999,15.15,61.0,11.0014,40,203,243,14:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9498,2012-02-05,Spring,2012,February,15,False,Sunday,False,Mist/Cloudy,12.299999999999999,14.395,56.00000000000001,16.997899999999998,55,217,272,15:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9499,2012-02-05,Spring,2012,February,16,False,Sunday,False,Clear,12.299999999999999,14.395,56.00000000000001,15.001299999999999,35,261,296,16:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9500,2012-02-05,Spring,2012,February,17,False,Sunday,False,Clear,13.120000000000001,15.909999999999998,53.0,11.0014,31,275,306,17:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9501,2012-02-05,Spring,2012,February,18,False,Sunday,False,Clear,12.299999999999999,14.395,52.0,16.997899999999998,10,171,181,18:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9502,2012-02-05,Spring,2012,February,19,False,Sunday,False,Clear,12.299999999999999,14.395,52.0,15.001299999999999,6,63,69,19:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9503,2012-02-05,Spring,2012,February,20,False,Sunday,False,Clear,11.48,13.635,56.00000000000001,12.998000000000001,3,47,50,20:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9504,2012-02-05,Spring,2012,February,21,False,Sunday,False,Clear,11.48,14.395,56.00000000000001,7.0015,6,60,66,21:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9505,2012-02-05,Spring,2012,February,22,False,Sunday,False,Clear,10.66,13.635,60.0,7.0015,9,182,191,22:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9506,2012-02-05,Spring,2012,February,23,False,Sunday,False,Clear,9.84,12.120000000000001,70.0,8.9981,4,38,42,23:00,401,Spring,2012,February,False,Sunday,False,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,dingin
9507,2012-02-06,Spring,2012,February,0,False,Monday,True,Clear,9.84,12.120000000000001,65.0,8.9981,7,14,21,00:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9508,2012-02-06,Spring,2012,February,1,False,Monday,True,Clear,9.02,12.879999999999999,75.0,6.0032,0,6,6,01:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9509,2012-02-06,Spring,2012,February,2,False,Monday,True,Clear,9.02,13.635,75.0,0.0,0,3,3,02:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9510,2012-02-06,Spring,2012,February,4,False,Monday,True,Clear,7.38,10.605,80.0,7.0015,0,2,2,04:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9511,2012-02-06,Spring,2012,February,5,False,Monday,True,Clear,7.38,10.605,80.0,7.0015,0,17,17,05:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9512,2012-02-06,Spring,2012,February,6,False,Monday,True,Clear,6.5600000000000005,9.09,86.0,7.0015,0,72,72,06:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9513,2012-02-06,Spring,2012,February,7,False,Monday,True,Clear,6.5600000000000005,9.09,86.0,7.0015,5,229,234,07:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9514,2012-02-06,Spring,2012,February,8,False,Monday,True,Clear,6.5600000000000005,9.09,86.0,8.9981,10,434,444,08:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9515,2012-02-06,Spring,2012,February,9,False,Monday,True,Clear,7.38,10.605,80.0,7.0015,8,269,277,09:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9516,2012-02-06,Spring,2012,February,10,False,Monday,True,Clear,9.02,12.120000000000001,75.0,7.0015,20,96,116,10:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9517,2012-02-06,Spring,2012,February,11,False,Monday,True,Clear,10.66,13.635,70.0,8.9981,12,104,116,11:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9518,2012-02-06,Spring,2012,February,12,False,Monday,True,Clear,13.120000000000001,15.909999999999998,61.0,11.0014,19,131,150,12:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9519,2012-02-06,Spring,2012,February,13,False,Monday,True,Clear,15.58,19.695,40.0,15.001299999999999,17,124,141,13:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9520,2012-02-06,Spring,2012,February,14,False,Monday,True,Clear,16.400000000000002,20.455000000000002,35.0,11.0014,14,126,140,14:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9521,2012-02-06,Spring,2012,February,15,False,Monday,True,Clear,17.22,21.21,32.0,19.0012,25,146,171,15:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9522,2012-02-06,Spring,2012,February,16,False,Monday,True,Clear,16.400000000000002,20.455000000000002,43.0,16.997899999999998,13,215,228,16:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
9523,2012-02-06,Spring,2012,February,17,False,Monday,True,Clear,16.400000000000002,20.455000000000002,43.0,16.997899999999998,13,417,430,17:00,402,Spring,2012,February,False,Monday,True,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,dingin
